;abastecimento;acessórias;ADEQUAÇÃO;água;atracação;Bolognesi;caldeiras;capacidade;Captação;ciclo;Companhia;construção;construir;Consumidores;contratada;contrato;desligamento;desligamentos;distribuição;dólar;eficiência;Efluentes;energética;EQUIPAMENTOS;esboço;ESTRUTURAS;fábrica;Fepam;Fonte;funcionamento;Furg;gasoduto;geração;incentivos;indústrias;iniciem;Inovação;instalação;licença;licenças;licenciamento;Líquidos;meia;Muita;Nema;oportunizados;perspectivas;pico;píer;píeres;POSTE;potência;presenças;RECONDUTORAMENTO;REDE;regaseificação;secretário;segredo;serviços;subestações;tópico;transmissão;Triunfo;turbina;turbinas;Usina;vapor
153038;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
153088;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
153135;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
153191;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;0;0;0;0;0;6,00;0;0;0;0;0;0;0;0
153269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153544;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
153605;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;2,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
153646;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;2,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
153694;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;2,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
153736;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;2,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
153786;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;3,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
153812;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;2,00;2,00;0;0;0;8,00;0;0;0;0;0;0;0;0
153860;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;1,00;0;0;0;6,00;0;0;0;0;0;0;0;0
153953;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;8,00;0;0;0;0;0;0;0;0
153998;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;1,00;0;0;0;6,00;0;0;0;0;0;0;0;0
154054;0;0;0;0;0;0;0;0;0;0;0;0;0;5,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;1,00;0;0;0;10,00;0;0;0;0;0;0;0;0
154067;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
154115;0;0;1,00;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;1,00;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;0;1,00;0;0;0;8,00;0;0;0;0;0;0;0;0
154162;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;0;0;0;0;0;6,00;0;0;0;0;0;0;0;0
154210;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;0;0;0;0;0;6,00;0;0;0;0;0;0;0;0
154266;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154286;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
154556;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;0;0;0;0;0;6,00;0;0;0;0;0;0;0;0
154568;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
154733;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
154745;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
154820;0;0;1,00;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;1,00;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;2,00;0;0;0;0;0;0;0;0
154851;0;0;1,00;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;1,00;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;4,00;0;0;0;0;0;0;0;0
154924;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
155065;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;8,00;0;0;0;0;0;0;0;0
155111;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
155169;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
155190;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
155366;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;8,00;0;0;0;0;0;0;0;0
155418;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
155458;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;0
155510;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;0;0;0;0;0;8,00;0;0;0;0;0;0;0;0
155527;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
155621;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;0;0;0;0;0;6,00;0;0;0;0;0;0;0;0
155821;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;1,00;0;0;0;8,00;0;0;0;0;0;0;0;0
155856;0;0;1,00;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;1,00;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;0;1,00;0;0;0;8,00;0;0;0;0;0;0;0;0
155957;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
156006;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;1,00;0;0;0;6,00;0;0;0;0;0;0;0;0
156023;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;2,00;2,00;0;0;0;6,00;0;0;0;0;0;0;0;0
156055;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;3,00;3,00;0;0;0;8,00;0;0;0;0;0;0;0;0
156103;0;0;0;0;0;0;0;0;0;0;0;0;0;5,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;2,00;0;0;0;10,00;0;0;0;0;0;0;0;0
156150;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;2,00;2,00;0;0;0;6,00;0;0;0;0;0;0;0;0
156194;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;1,00;0;0;0;2,00;0;0;0;0;0;0;0;0
156255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
156305;0;0;1,00;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;1,00;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
156357;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;3,00;3,00;0;0;0;8,00;0;0;0;0;0;0;0;0
156407;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;0;1,00;0;0;0;8,00;0;0;0;0;0;0;0;0
156495;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
156504;0;0;0;0;0;0;0;0;0;0;0;0;0;5,00;0;0;1,00;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;2,00;4,00;0;0;0;10,00;0;0;0;0;0;0;0;0
156538;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
156590;0;0;1,00;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;1,00;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;2,00;3,00;0;0;0;6,00;0;0;0;0;0;0;0;0
156638;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
156685;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
156725;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;1,00;0;0;0;6,00;0;0;0;0;0;0;0;0
156734;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;1,00;0;0;0;6,00;0;0;0;0;0;0;0;0
156747;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;1,00;0;0;0;6,00;0;0;0;0;0;0;0;0
156896;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;2,00;0;0;0;0;0;0;0;0
156947;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;2,00;2,00;0;0;0;4,00;0;0;0;0;0;0;0;0
156989;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;0;1,00;0;0;0;6,00;0;0;0;0;0;0;0;0
157033;0;0;0;0;0;0;0;0;0;0;0;0;0;5,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;3,00;0;0;0;10,00;0;0;0;0;0;0;0;0
157069;0;0;0;0;0;0;0;0;0;0;0;0;0;5,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;3,00;0;0;0;10,00;0;0;0;0;0;0;0;0
157096;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;2,00;2,00;0;0;0;6,00;0;0;0;0;0;0;0;0
157123;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;2,00;3,00;0;0;0;6,00;0;0;0;0;0;0;0;0
157162;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;2,00;3,00;0;0;0;6,00;0;0;0;0;0;0;0;0
157169;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;2,00;0;0;0;6,00;0;0;0;0;0;0;0;0
157184;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;2,00;0;0;0;6,00;0;0;0;0;0;0;0;0
157243;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;2,00;0;0;0;8,00;0;0;0;0;0;0;0;0
157286;0;0;0;0;0;0;0;0;0;0;0;0;0;6,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;4,00;5,00;0;0;0;12,00;0;0;0;0;0;0;0;0
157327;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;2,00;0;0;0;8,00;0;0;0;0;0;0;0;0
157376;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;1,00;0;0;0;8,00;0;0;0;0;0;0;0;0
157406;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;1,00;0;0;0;8,00;0;0;0;0;0;0;0;0
157419;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;2,00;0;0;0;0;0;0;0;0
157439;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;2,00;0;0;0;0;0;0;0;0
157487;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;1,00;0;0;0;4,00;0;0;0;0;0;0;0;0
157534;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;1,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;2,00;2,00;0;0;0;6,00;0;0;0;0;0;0;0;0
157564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157581;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;1,00;0;0;0;6,00;0;0;0;0;0;0;0;0
157611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157656;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;2,00;2,00;0;0;0;6,00;0;0;0;0;0;0;0;0
157664;0;0;0;0;0;0;0;0;0;0;0;0;0;3,00;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;1,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,00;0;0;2,00;2,00;0;0;0;6,00;0;0;0;0;0;0;0;0
